epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,0.6157845854759216,0.5292114019393921
1,0.0010000000474974513,0.24571767449378967,0.39766475558280945
2,0.0010000000474974513,0.19837579131126404,0.28618553280830383
3,0.0010000000474974513,0.17850159108638763,0.2594640851020813
4,0.0010000000474974513,0.16393467783927917,0.21793361008167267
5,0.0010000000474974513,0.14251375198364258,0.16102826595306396
6,0.0010000000474974513,0.12258704751729965,0.16133250296115875
7,0.0010000000474974513,0.10312943160533905,0.11588487029075623
8,0.0010000000474974513,0.0887330025434494,0.10635604709386826
9,0.0010000000474974513,0.07931602001190186,0.09665042161941528
10,0.0010000000474974513,0.07442525029182434,0.08753211796283722
11,0.0010000000474974513,0.07025890797376633,0.08034778386354446
12,0.0010000000474974513,0.06683307886123657,0.07773905247449875
13,0.0010000000474974513,0.06297089904546738,0.06918767839670181
14,0.0010000000474974513,0.06036682426929474,0.06659384071826935
15,0.0010000000474974513,0.057294413447380066,0.06334538012742996
16,0.0010000000474974513,0.05535947158932686,0.06067612022161484
17,0.0010000000474974513,0.052021320909261703,0.055847760289907455
18,0.0010000000474974513,0.05154016986489296,0.05700007826089859
19,0.0010000000474974513,0.04867386817932129,0.05073833093047142
20,0.0010000000474974513,0.045651376247406006,0.04920852929353714
21,0.0010000000474974513,0.04492974653840065,0.047974392771720886
22,0.0010000000474974513,0.042149487882852554,0.045050106942653656
23,0.0010000000474974513,0.04047027975320816,0.042968906462192535
24,0.0010000000474974513,0.03953239321708679,0.04480746015906334
25,0.0010000000474974513,0.037462860345840454,0.03979756310582161
26,0.0010000000474974513,0.03586585447192192,0.03950880095362663
27,0.0010000000474974513,0.03450465202331543,0.03743663802742958
28,0.0010000000474974513,0.03307696431875229,0.03506878390908241
29,0.0010000000474974513,0.031595662236213684,0.034322455525398254
